#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037337.1	52673	82108	0.07	0.11	107	1	0
NC_037337.1	82108	334538	0.11	0.43	1995	1	1
NC_037337.1	334538	391723	0.43	0.51	730	0	1
NC_037337.1	391723	5927460	0.51	7.71	59315	1	1
NC_037337.1	5927460	5947154	7.71	7.73	330	0	1
NC_037337.1	5947154	11243226	7.73	14.62	62445	1	1
NC_037337.1	11243226	11252808	14.62	14.63	65	0	1
NC_037337.1	11252808	11291940	14.63	14.68	355	0	0
NC_037337.1	11291940	11299356	14.68	14.69	195	1	0
NC_037337.1	11299356	19117411	14.69	24.85	83250	1	1
NC_037337.1	19117411	19156129	24.85	24.90	435	0	1
NC_037337.1	19156129	23178079	24.90	30.13	41950	1	1
NC_037337.1	23178079	23190590	30.13	30.15	250	0	1
NC_037337.1	23190590	28165150	30.15	36.61	45840	1	1
NC_037337.1	28165150	28183856	36.61	36.64	225	0	1
NC_037337.1	28183856	28531312	36.64	37.09	2760	1	1
NC_037337.1	28531312	28543160	37.09	37.11	185	1	0
NC_037337.1	28543160	29531450	37.11	38.39	13350	1	1
NC_037337.1	29531450	29551976	38.39	38.42	255	0	1
NC_037337.1	29551976	35771340	38.42	46.50	58555	1	1
NC_037337.1	35771340	35789943	46.50	46.53	250	0	1
NC_037337.1	35789943	47414196	46.53	61.64	111680	1	1
NC_037337.1	47414196	47448598	61.64	61.68	350	1	0
NC_037337.1	47448598	65448618	61.68	85.08	173250	1	1
NC_037337.1	65448618	65467563	85.08	85.11	370	1	0
NC_037337.1	65467563	68457739	85.11	89.00	27100	1	1
NC_037337.1	68457739	68483601	89.00	89.03	255	1	0
NC_037337.1	68483601	86760281	89.03	112.79	187910	1	1
NC_037337.1	86760281	86790953	112.79	112.83	690	0	1
NC_037337.1	86790953	88525838	112.83	115.08	24795	1	1
NC_037337.1	88525838	88538324	115.08	115.10	185	1	0
NC_037337.1	88538324	89731354	115.10	116.65	15690	1	1
NC_037337.1	89731354	89754399	116.65	116.68	325	1	0
NC_037337.1	89754399	90547571	116.68	117.71	11495	1	1
NC_037337.1	90547571	90560125	117.71	117.73	175	0	1
NC_037337.1	90560125	91177240	117.73	118.53	8350	1	1
NC_037337.1	91177240	91206673	118.53	118.57	350	0	1
NC_037337.1	91206673	103282376	118.57	134.27	148502	1	1
