#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037328.1	204554	415539	0.27	0.54	4097	1	1
NC_037328.1	415539	473785	0.54	0.62	1065	1	0
NC_037328.1	473785	499860	0.62	0.65	555	1	1
NC_037328.1	499860	542657	0.65	0.71	615	1	0
NC_037328.1	542657	559092	0.71	0.73	155	1	1
NC_037328.1	559092	569739	0.73	0.74	260	1	0
NC_037328.1	569739	6456284	0.74	8.39	63260	1	1
NC_037328.1	6456284	6491733	8.39	8.44	470	0	1
NC_037328.1	6491733	21056028	8.44	27.37	139235	1	1
NC_037328.1	21056028	21072655	27.37	27.39	165	0	1
NC_037328.1	21072655	21127211	27.39	27.47	590	1	1
NC_037328.1	21127211	21152373	27.47	27.50	250	0	1
NC_037328.1	21152373	23571039	27.50	30.64	25005	1	1
NC_037328.1	23571039	23605215	30.64	30.69	430	0	1
NC_037328.1	23605215	42572407	30.69	55.34	176705	1	1
NC_037328.1	42572407	42581382	55.34	55.36	135	1	0
NC_037328.1	42581382	44771202	55.36	58.20	21065	1	1
NC_037328.1	44771202	44788709	58.20	58.23	355	0	1
NC_037328.1	44788709	51891083	58.23	67.46	62510	1	1
NC_037328.1	51891083	51929389	67.46	67.51	500	1	0
NC_037328.1	51929389	53387358	67.51	69.40	13635	1	1
NC_037328.1	53387358	53474375	69.40	69.52	490	0	1
NC_037328.1	53474375	56972387	69.52	74.06	36135	1	1
NC_037328.1	56972387	56987080	74.06	74.08	200	0	1
NC_037328.1	56987080	68761875	74.08	89.39	114970	1	1
NC_037328.1	68761875	68803668	89.39	89.44	315	1	0
NC_037328.1	68803668	69245511	89.44	90.02	5750	1	1
NC_037328.1	69245511	69285737	90.02	90.07	530	0	1
NC_037328.1	69285737	91080717	90.07	118.40	205065	1	1
NC_037328.1	91080717	91116535	118.40	118.45	450	1	0
NC_037328.1	91116535	93112332	118.45	121.05	18975	1	1
NC_037328.1	93112332	93160989	121.05	121.11	560	0	1
NC_037328.1	93160989	101087263	121.11	131.41	75890	1	1
NC_037328.1	101087263	101106360	131.41	131.44	325	0	1
NC_037328.1	101106360	101500262	131.44	131.95	3595	1	1
NC_037328.1	101500262	101532053	131.95	131.99	260	0	1
NC_037328.1	101532053	116267866	131.99	151.15	134640	1	1
NC_037328.1	116267866	116300865	151.15	151.19	450	1	0
NC_037328.1	116300865	118512261	151.19	154.07	22825	1	1
NC_037328.1	118512261	118561514	154.07	154.13	505	1	0
NC_037328.1	118561514	119702574	154.13	155.61	12120	1	1
NC_037328.1	119702574	119728478	155.61	155.65	315	0	1
NC_037328.1	119728478	120722705	155.65	156.94	8470	1	1
NC_037328.1	120722705	120763611	156.94	156.99	245	0	1
NC_037328.1	120763611	124532430	156.99	161.89	33240	1	1
NC_037328.1	124532430	124560142	161.89	161.93	265	1	0
NC_037328.1	124560142	131410094	161.93	170.83	71280	1	1
NC_037328.1	131410094	131438476	170.83	170.87	215	0	1
NC_037328.1	131438476	134472170	170.87	174.81	28520	1	1
NC_037328.1	134472170	134516521	174.81	174.87	510	0	1
NC_037328.1	134516521	140052683	174.87	182.07	57415	1	1
NC_037328.1	140052683	140070661	182.07	182.09	180	1	0
NC_037328.1	140070661	141650912	182.09	184.15	18385	1	1
NC_037328.1	141650912	141677629	184.15	184.18	305	0	1
NC_037328.1	141677629	142421945	184.18	185.15	10990	1	1
NC_037328.1	142421945	142446579	185.15	185.18	280	1	0
NC_037328.1	142446579	143241795	185.18	186.21	13505	1	1
NC_037328.1	143241795	143252110	186.21	186.23	180	1	0
NC_037328.1	143252110	144482301	186.23	187.83	17425	1	1
NC_037328.1	144482301	144527885	187.83	187.89	550	1	0
NC_037328.1	144527885	153320350	187.89	199.32	112320	1	1
NC_037328.1	153320350	153340217	199.32	199.34	455	0	1
NC_037328.1	153340217	156867994	199.34	203.93	46370	1	1
NC_037328.1	156867994	156889311	203.93	203.96	220	0	1
NC_037328.1	156889311	158513898	203.96	206.07	11259	1	1
