#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037345.1	68713	321259	0.09	0.42	1697	1	1
NC_037345.1	321259	327716	0.42	0.43	120	0	1
NC_037345.1	327716	328259	0.43	0.43	20	1	1
NC_037345.1	328259	409830	0.43	0.53	305	1	0
NC_037345.1	409830	1195609	0.53	1.55	6100	1	1
NC_037345.1	1195609	1204246	1.55	1.57	130	0	1
NC_037345.1	1204246	5086470	1.57	6.61	40105	1	1
NC_037345.1	5086470	5094820	6.61	6.62	115	1	0
NC_037345.1	5094820	5531844	6.62	7.19	6385	1	1
NC_037345.1	5531844	5537648	7.19	7.20	95	1	0
NC_037345.1	5537648	7816132	7.20	10.16	29000	1	1
NC_037345.1	7816132	7834692	10.16	10.19	130	0	1
NC_037345.1	7834692	7900187	10.19	10.27	840	1	1
NC_037345.1	7900187	7914695	10.27	10.29	185	0	1
NC_037345.1	7914695	7918389	10.29	10.29	70	1	1
NC_037345.1	7918389	7931137	10.29	10.31	175	1	0
NC_037345.1	7931137	8448482	10.31	10.98	7675	1	1
NC_037345.1	8448482	8459466	10.98	11.00	205	0	1
NC_037345.1	8459466	9540304	11.00	12.40	11420	1	1
NC_037345.1	9540304	9569664	12.40	12.44	325	1	0
NC_037345.1	9569664	9649509	12.44	12.54	1075	1	1
NC_037345.1	9649509	9665152	12.54	12.56	145	1	0
NC_037345.1	9665152	9839158	12.56	12.79	2410	1	1
NC_037345.1	9839158	9850021	12.79	12.81	100	0	1
NC_037345.1	9850021	10000880	12.81	13.00	2240	1	1
NC_037345.1	10000880	10006709	13.00	13.01	85	1	0
NC_037345.1	10006709	10941797	13.01	14.22	12125	1	1
NC_037345.1	10941797	10971086	14.22	14.26	250	0	1
NC_037345.1	10971086	13084309	14.26	17.01	28200	1	1
NC_037345.1	13084309	13104514	17.01	17.04	110	1	0
NC_037345.1	13104514	13962376	17.04	18.15	11375	1	1
NC_037345.1	13962376	13966450	18.15	18.16	95	1	0
NC_037345.1	13966450	14816886	18.16	19.26	10330	1	1
NC_037345.1	14816886	14827632	19.26	19.28	190	0	1
NC_037345.1	14827632	15300639	19.28	19.89	3650	1	1
NC_037345.1	15300639	15325028	19.89	19.92	210	0	1
NC_037345.1	15325028	15654921	19.92	20.35	3380	1	1
NC_037345.1	15654921	15682810	20.35	20.39	330	0	1
NC_037345.1	15682810	15876824	20.39	20.64	1680	1	1
NC_037345.1	15876824	15891318	20.64	20.66	120	1	0
NC_037345.1	15891318	16132388	20.66	20.97	2300	1	1
NC_037345.1	16132388	16141536	20.97	20.98	100	0	1
NC_037345.1	16141536	17276220	20.98	22.46	11780	1	1
NC_037345.1	17276220	17288374	22.46	22.47	220	0	1
NC_037345.1	17288374	19068663	22.47	24.79	21380	1	1
NC_037345.1	19068663	19100531	24.79	24.83	355	1	0
NC_037345.1	19100531	20414303	24.83	26.54	14940	1	1
NC_037345.1	20414303	20428408	26.54	26.56	220	1	0
NC_037345.1	20428408	20725588	26.56	26.94	3785	1	1
NC_037345.1	20725588	20736063	26.94	26.96	155	1	0
NC_037345.1	20736063	21082150	26.96	27.41	3775	1	1
NC_037345.1	21082150	21092270	27.41	27.42	150	0	1
NC_037345.1	21092270	21291858	27.42	27.68	1645	1	1
NC_037345.1	21291858	21322400	27.68	27.72	330	0	1
NC_037345.1	21322400	21432413	27.72	27.86	1230	1	1
NC_037345.1	21432413	21442783	27.86	27.88	85	0	1
NC_037345.1	21442783	21697647	27.88	28.21	2090	1	1
NC_037345.1	21697647	21758049	28.21	28.29	395	1	0
NC_037345.1	21758049	22067105	28.29	28.69	2750	1	1
NC_037345.1	22067105	22076098	28.69	28.70	110	1	0
NC_037345.1	22076098	22299407	28.70	28.99	2220	1	1
NC_037345.1	22299407	22315597	28.99	29.01	175	0	1
NC_037345.1	22315597	24005253	29.01	31.21	18075	1	1
NC_037345.1	24005253	24012027	31.21	31.22	110	0	1
NC_037345.1	24012027	24276539	31.22	31.56	2730	1	1
NC_037345.1	24276539	24291788	31.56	31.58	165	0	1
NC_037345.1	24291788	24712897	31.58	32.13	4100	1	1
NC_037345.1	24712897	24730630	32.13	32.15	150	1	0
NC_037345.1	24730630	24750783	32.15	32.18	280	1	1
NC_037345.1	24750783	24763765	32.18	32.19	265	1	0
NC_037345.1	24763765	24919387	32.19	32.40	1655	1	1
NC_037345.1	24919387	24924615	32.40	32.40	75	1	0
NC_037345.1	24924615	26132748	32.40	33.97	14755	1	1
NC_037345.1	26132748	26144724	33.97	33.99	135	1	0
NC_037345.1	26144724	26198571	33.99	34.06	645	1	1
NC_037345.1	26198571	26203622	34.06	34.06	100	0	1
NC_037345.1	26203622	26626858	34.06	34.61	4245	1	1
NC_037345.1	26626858	26657090	34.61	34.65	245	1	0
NC_037345.1	26657090	26778832	34.65	34.81	1330	1	1
NC_037345.1	26778832	26790729	34.81	34.83	135	1	0
NC_037345.1	26790729	27028770	34.83	35.14	2460	1	1
NC_037345.1	27028770	27052198	35.14	35.17	225	0	1
NC_037345.1	27052198	27228388	35.17	35.40	1710	1	1
NC_037345.1	27228388	27256544	35.40	35.43	265	0	1
NC_037345.1	27256544	27277784	35.43	35.46	250	1	1
NC_037345.1	27277784	27285252	35.46	35.47	120	1	0
NC_037345.1	27285252	27444722	35.47	35.68	1705	1	1
NC_037345.1	27444722	27455482	35.68	35.69	125	1	0
NC_037345.1	27455482	28694953	35.69	37.30	12390	1	1
NC_037345.1	28694953	28703925	37.30	37.32	135	1	0
NC_037345.1	28703925	28912942	37.32	37.59	2460	1	1
NC_037345.1	28912942	28923118	37.59	37.60	200	0	1
NC_037345.1	28923118	29306385	37.60	38.10	4080	1	1
NC_037345.1	29306385	29311106	38.10	38.10	115	0	1
NC_037345.1	29311106	30509115	38.10	39.66	12740	1	1
NC_037345.1	30509115	30521427	39.66	39.68	190	0	1
NC_037345.1	30521427	30560915	39.68	39.73	605	1	1
NC_037345.1	30560915	30569962	39.73	39.74	95	0	1
NC_037345.1	30569962	31400185	39.74	40.82	8340	1	1
NC_037345.1	31400185	31435503	40.82	40.87	310	0	1
NC_037345.1	31435503	32009870	40.87	41.61	6730	1	1
NC_037345.1	32009870	32021222	41.61	41.63	135	0	1
NC_037345.1	32021222	34530301	41.63	44.89	29985	1	1
NC_037345.1	34530301	34544822	44.89	44.91	150	1	0
NC_037345.1	34544822	35827794	44.91	46.58	10765	1	1
NC_037345.1	35827794	35865957	46.58	46.63	545	0	1
NC_037345.1	35865957	35866559	46.63	46.63	10	1	1
NC_037345.1	35866559	35877880	46.63	46.64	105	1	0
NC_037345.1	35877880	36094663	46.64	46.92	2330	1	1
NC_037345.1	36094663	36161827	46.92	47.01	575	0	1
NC_037345.1	36161827	36987148	47.01	48.08	6675	1	1
NC_037345.1	36987148	37013571	48.08	48.12	295	0	1
NC_037345.1	37013571	39215689	48.12	50.98	19500	1	1
NC_037345.1	39215689	39247319	50.98	51.02	240	0	1
NC_037345.1	39247319	39312973	51.02	51.11	440	1	1
NC_037345.1	39312973	39357746	51.11	51.17	225	1	0
NC_037345.1	39357746	39914495	51.17	51.89	5050	1	1
NC_037345.1	39914495	39927607	51.89	51.91	110	1	0
NC_037345.1	39927607	40011364	51.91	52.01	835	1	1
NC_037345.1	40011364	40017370	52.01	52.02	85	0	1
NC_037345.1	40017370	40169476	52.02	52.22	2295	1	1
NC_037345.1	40169476	40175596	52.22	52.23	155	1	0
NC_037345.1	40175596	40931656	52.23	53.21	9130	1	1
NC_037345.1	40931656	40949213	53.21	53.23	185	1	0
NC_037345.1	40949213	41863293	53.23	54.42	11145	1	1
NC_037345.1	41863293	41868855	54.42	54.43	95	1	0
NC_037345.1	41868855	42024076	54.43	54.63	1855	1	1
NC_037345.1	42024076	42034143	54.63	54.64	200	1	0
NC_037345.1	42034143	42267448	54.64	54.95	2905	1	1
NC_037345.1	42267448	42284234	54.95	54.97	230	1	0
NC_037345.1	42284234	42588813	54.97	55.37	3410	1	1
NC_037345.1	42588813	42595531	55.37	55.37	85	0	1
NC_037345.1	42595531	43007825	55.37	55.91	4855	1	1
NC_037345.1	43007825	43018963	55.91	55.92	145	1	0
NC_037345.1	43018963	43275373	55.92	56.26	3035	1	1
NC_037345.1	43275373	43304795	56.26	56.30	315	0	1
NC_037345.1	43304795	43603403	56.30	56.68	4500	1	1
NC_037345.1	43603403	43616280	56.68	56.70	165	0	1
NC_037345.1	43616280	44267560	56.70	57.55	8655	1	1
NC_037345.1	44267560	44304265	57.55	57.60	350	1	0
NC_037345.1	44304265	44369402	57.60	57.68	715	1	1
NC_037345.1	44369402	44378004	57.68	57.69	125	0	1
NC_037345.1	44378004	45133972	57.69	58.67	6510	1	1
NC_037345.1	45133972	45151079	58.67	58.70	100	0	1
NC_037345.1	45151079	45210591	58.70	58.77	60	1	1
NC_037345.1	45210591	45235870	58.77	58.81	220	1	0
NC_037345.1	45235870	45357382	58.81	58.96	830	1	1
NC_037345.1	45357382	45369989	58.96	58.98	175	0	1
NC_037345.1	45369989	46055318	58.98	59.87	6985	1	1
NC_037345.1	46055318	46062774	59.87	59.88	115	0	1
NC_037345.1	46062774	46987256	59.88	61.08	10080	1	1
NC_037345.1	46987256	47006928	61.08	61.11	125	0	1
NC_037345.1	47006928	47236456	61.11	61.41	2155	1	1
NC_037345.1	47236456	47281071	61.41	61.47	420	1	0
NC_037345.1	47281071	48259018	61.47	62.74	9840	1	1
NC_037345.1	48259018	48279590	62.74	62.76	235	0	1
NC_037345.1	48279590	48739824	62.76	63.36	5310	1	1
NC_037345.1	48739824	48751177	63.36	63.38	190	1	0
