#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037350.1	118	21516020	0.00	27.97	220472	1	1
NC_037350.1	21516020	21626814	27.97	28.11	840	0	1
NC_037350.1	21626814	21800307	28.11	28.34	370	1	0
NC_037350.1	21800307	26294710	28.34	34.18	68145	1	1
NC_037350.1	26294710	26418279	34.18	34.34	910	1	0
NC_037350.1	26418279	28562362	34.34	37.13	29390	1	1
NC_037350.1	28562362	28575645	37.13	37.15	590	0	1
NC_037350.1	28575645	28638875	37.15	37.23	2305	0	0
NC_037350.1	28638875	28641879	37.23	37.23	55	1	0
NC_037350.1	28641879	52496846	37.23	68.25	306946	1	1
