#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037347.1	17407	117146	0.02	0.15	432	1	1
NC_037347.1	117146	127492	0.15	0.17	105	1	0
NC_037347.1	127492	258595	0.17	0.34	555	1	1
NC_037347.1	258595	300648	0.34	0.39	180	0	1
NC_037347.1	300648	332412	0.39	0.43	330	1	1
NC_037347.1	332412	377605	0.43	0.49	335	0	1
NC_037347.1	377605	1924866	0.49	2.50	17435	1	1
NC_037347.1	1924866	1930309	2.50	2.51	120	1	0
NC_037347.1	1930309	2036856	2.51	2.65	1605	1	1
NC_037347.1	2036856	2042030	2.65	2.65	95	1	0
NC_037347.1	2042030	2410860	2.65	3.13	5655	1	1
NC_037347.1	2410860	2419458	3.13	3.15	155	1	0
NC_037347.1	2419458	2431268	3.15	3.16	155	1	1
NC_037347.1	2431268	2463949	3.16	3.20	555	0	1
NC_037347.1	2463949	2647906	3.20	3.44	2585	1	1
NC_037347.1	2647906	2654483	3.44	3.45	125	0	1
NC_037347.1	2654483	5188721	3.45	6.75	26385	1	1
NC_037347.1	5188721	5209653	6.75	6.77	315	0	1
NC_037347.1	5209653	5799981	6.77	7.54	6945	1	1
NC_037347.1	5799981	5815662	7.54	7.56	155	1	0
NC_037347.1	5815662	5876596	7.56	7.64	890	1	1
NC_037347.1	5876596	5893430	7.64	7.66	185	0	1
NC_037347.1	5893430	5942486	7.66	7.73	940	1	1
NC_037347.1	5942486	5950146	7.73	7.74	180	1	0
NC_037347.1	5950146	6139442	7.74	7.98	2675	1	1
NC_037347.1	6139442	6144589	7.98	7.99	90	1	0
NC_037347.1	6144589	6154177	7.99	8.00	105	1	1
NC_037347.1	6154177	6174149	8.00	8.03	225	0	1
NC_037347.1	6174149	6185036	8.03	8.04	150	1	1
NC_037347.1	6185036	6201857	8.04	8.06	160	0	1
NC_037347.1	6201857	6387209	8.06	8.30	2165	1	1
NC_037347.1	6387209	6416262	8.30	8.34	260	1	0
NC_037347.1	6416262	6579997	8.34	8.55	1520	1	1
NC_037347.1	6579997	6586236	8.55	8.56	110	0	1
NC_037347.1	6586236	7934462	8.56	10.31	16160	1	1
NC_037347.1	7934462	7939072	10.31	10.32	90	0	1
NC_037347.1	7939072	9164714	10.32	11.91	12455	1	1
NC_037347.1	9164714	9178632	11.91	11.93	190	1	0
NC_037347.1	9178632	9559009	11.93	12.43	4330	1	1
NC_037347.1	9559009	9570377	12.43	12.44	210	1	0
NC_037347.1	9570377	9744512	12.44	12.67	2435	1	1
