#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037338.1	82810	1707659	0.11	2.22	15837	1	1
NC_037338.1	1707659	1721325	2.22	2.24	170	0	1
NC_037338.1	1721325	3168377	2.24	4.12	16615	1	1
NC_037338.1	3168377	3194966	4.12	4.15	240	1	0
NC_037338.1	3194966	5295306	4.15	6.88	22760	1	1
NC_037338.1	5295306	5319433	6.88	6.92	280	0	1
NC_037338.1	5319433	6993168	6.92	9.09	19635	1	1
NC_037338.1	6993168	7037878	9.09	9.15	340	1	0
NC_037338.1	7037878	9593436	9.15	12.47	25605	1	1
NC_037338.1	9593436	9658307	12.47	12.56	525	0	1
NC_037338.1	9658307	14117450	12.56	18.35	46115	1	1
NC_037338.1	14117450	14134511	18.35	18.37	195	0	1
NC_037338.1	14134511	22389341	18.37	29.11	79235	1	1
NC_037338.1	22389341	22403614	29.11	29.12	190	1	0
NC_037338.1	22403614	23927780	29.12	31.11	15155	1	1
NC_037338.1	23927780	23940893	31.11	31.12	190	0	1
NC_037338.1	23940893	31053757	31.12	40.37	69895	1	1
NC_037338.1	31053757	31062763	40.37	40.38	165	1	0
NC_037338.1	31062763	36148567	40.38	46.99	50480	1	1
NC_037338.1	36148567	36186205	46.99	47.04	435	0	1
NC_037338.1	36186205	36948138	47.04	48.03	6875	1	1
NC_037338.1	36948138	36963867	48.03	48.05	170	0	1
NC_037338.1	36963867	39057436	48.05	50.77	20115	1	1
NC_037338.1	39057436	39137841	50.77	50.88	585	0	1
NC_037338.1	39137841	40042313	50.88	52.06	8320	1	1
NC_037338.1	40042313	40093627	52.06	52.12	445	1	0
NC_037338.1	40093627	40361529	52.12	52.47	2785	1	1
NC_037338.1	40361529	40374868	52.47	52.49	170	0	1
NC_037338.1	40374868	40776221	52.49	53.01	3205	1	1
NC_037338.1	40776221	40847024	53.01	53.10	395	0	1
NC_037338.1	40847024	44035312	53.10	57.25	28835	1	1
NC_037338.1	44035312	44060853	57.25	57.28	305	1	0
NC_037338.1	44060853	51694202	57.28	67.20	77440	1	1
NC_037338.1	51694202	51717093	67.20	67.23	200	1	0
NC_037338.1	51717093	52651762	67.23	68.45	7525	1	1
NC_037338.1	52651762	52674627	68.45	68.48	210	0	1
NC_037338.1	52674627	54603520	68.48	70.98	17250	1	1
NC_037338.1	54603520	54626005	70.98	71.01	280	1	0
NC_037338.1	54626005	54661490	71.01	71.06	525	1	1
NC_037338.1	54661490	54722155	71.06	71.14	575	0	1
NC_037338.1	54722155	56647609	71.14	73.64	18895	1	1
NC_037338.1	56647609	56663263	73.64	73.66	140	0	1
NC_037338.1	56663263	58899492	73.66	76.57	18735	1	1
NC_037338.1	58899492	58941132	76.57	76.62	305	1	0
NC_037338.1	58941132	63690533	76.62	82.80	36625	1	1
NC_037338.1	63690533	63710308	82.80	82.82	185	0	1
NC_037338.1	63710308	63867300	82.82	83.03	1585	1	1
NC_037338.1	63867300	63904604	83.03	83.08	335	1	0
NC_037338.1	63904604	67338549	83.08	87.54	33290	1	1
NC_037338.1	67338549	67356485	87.54	87.56	195	0	1
NC_037338.1	67356485	70608393	87.56	91.79	33815	1	1
NC_037338.1	70608393	70624083	91.79	91.81	210	0	1
NC_037338.1	70624083	73747452	91.81	95.87	31105	1	1
NC_037338.1	73747452	73760704	95.87	95.89	145	0	1
NC_037338.1	73760704	74814839	95.89	97.26	10605	1	1
NC_037338.1	74814839	74854746	97.26	97.31	430	1	0
NC_037338.1	74854746	74930911	97.31	97.41	945	1	1
NC_037338.1	74930911	74951620	97.41	97.44	245	0	1
NC_037338.1	74951620	76977140	97.44	100.07	20985	1	1
NC_037338.1	76977140	76996548	100.07	100.10	215	0	1
NC_037338.1	76996548	77778942	100.10	101.11	7960	1	1
NC_037338.1	77778942	77816155	101.11	101.16	215	0	1
NC_037338.1	77816155	77972111	101.16	101.36	2065	1	1
NC_037338.1	77972111	77984523	101.36	101.38	185	0	1
