#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037348.1	15629	2026567	0.02	2.63	10782	1	1
NC_037348.1	2026567	2049484	2.63	2.66	185	0	1
NC_037348.1	2049484	4462596	2.66	5.80	22005	1	1
NC_037348.1	4462596	4493070	5.80	5.84	385	0	1
NC_037348.1	4493070	8987795	5.84	11.68	46285	1	1
NC_037348.1	8987795	9015821	11.68	11.72	280	0	1
NC_037348.1	9015821	9968972	11.72	12.96	9395	1	1
NC_037348.1	9968972	9998814	12.96	13.00	350	1	0
NC_037348.1	9998814	13301397	13.00	17.29	34220	1	1
NC_037348.1	13301397	13338820	17.29	17.34	380	0	1
NC_037348.1	13338820	18625181	17.34	24.21	63330	1	1
NC_037348.1	18625181	18656305	24.21	24.25	270	0	1
NC_037348.1	18656305	19067700	24.25	24.79	5330	1	1
NC_037348.1	19067700	19077815	24.79	24.80	110	1	0
NC_037348.1	19077815	19633605	24.80	25.52	7055	1	1
NC_037348.1	19633605	19668961	25.52	25.57	775	1	0
NC_037348.1	19668961	19670493	25.57	25.57	50	1	1
NC_037348.1	19670493	19680961	25.57	25.59	205	0	1
NC_037348.1	19680961	19700694	25.59	25.61	285	0	0
NC_037348.1	19700694	19721779	25.61	25.64	530	0	1
NC_037348.1	19721779	19728221	25.64	25.65	95	0	0
NC_037348.1	19728221	19759305	25.65	25.69	885	1	0
NC_037348.1	19759305	19769263	25.69	25.70	380	0	1
NC_037348.1	19769263	19773595	25.70	25.71	50	1	1
NC_037348.1	19773595	19783172	25.71	25.72	320	1	0
NC_037348.1	19783172	19783892	25.72	25.72	25	0	0
NC_037348.1	19783892	19786198	25.72	25.72	170	0	1
NC_037348.1	19786198	19799831	25.72	25.74	830	1	1
NC_037348.1	19799831	19810215	25.74	25.75	330	0	1
NC_037348.1	19810215	19812463	25.75	25.76	115	0	0
NC_037348.1	19812463	19831631	25.76	25.78	210	1	0
