#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037335.1	22930	194685	0.03	0.25	882	1	1
NC_037335.1	194685	239768	0.25	0.31	215	0	1
NC_037335.1	239768	1274021	0.31	1.66	10145	1	1
NC_037335.1	1274021	1284404	1.66	1.67	140	1	0
NC_037335.1	1284404	1572641	1.67	2.04	2780	1	1
NC_037335.1	1572641	1578843	2.04	2.05	100	0	1
NC_037335.1	1578843	1943136	2.05	2.53	4505	1	1
NC_037335.1	1943136	1957500	2.53	2.54	165	0	1
NC_037335.1	1957500	1960933	2.54	2.55	5	0	0
NC_037335.1	1960933	1978186	2.55	2.57	120	1	0
NC_037335.1	1978186	2270935	2.57	2.95	2945	1	1
NC_037335.1	2270935	2317207	2.95	3.01	485	1	0
NC_037335.1	2317207	2547793	3.01	3.31	2205	1	1
NC_037335.1	2547793	2577465	3.31	3.35	295	1	0
NC_037335.1	2577465	2965661	3.35	3.86	3510	1	1
NC_037335.1	2965661	3002707	3.86	3.90	280	1	0
NC_037335.1	3002707	4384904	3.90	5.70	13575	1	1
NC_037335.1	4384904	4410984	5.70	5.73	320	0	1
NC_037335.1	4410984	4855409	5.73	6.31	3320	1	1
NC_037335.1	4855409	4872355	6.31	6.33	205	0	1
NC_037335.1	4872355	7538100	6.33	9.80	23375	1	1
NC_037335.1	7538100	7546366	9.80	9.81	120	0	1
NC_037335.1	7546366	7552989	9.81	9.82	110	1	1
NC_037335.1	7552989	7566573	9.82	9.84	145	1	0
NC_037335.1	7566573	7998700	9.84	10.40	5390	1	1
NC_037335.1	7998700	8020395	10.40	10.43	200	0	1
NC_037335.1	8020395	8658994	10.43	11.26	6735	1	1
NC_037335.1	8658994	8664688	11.26	11.26	90	0	1
NC_037335.1	8664688	9061997	11.26	11.78	4470	1	1
NC_037335.1	9061997	9087335	11.78	11.81	265	0	1
NC_037335.1	9087335	9385225	11.81	12.20	3015	1	1
NC_037335.1	9385225	9414816	12.20	12.24	95	0	1
NC_037335.1	9414816	9419307	12.24	12.25	50	1	1
NC_037335.1	9419307	9499546	12.25	12.35	450	1	0
NC_037335.1	9499546	10275560	12.35	13.36	5760	1	1
NC_037335.1	10275560	10289368	13.36	13.38	175	1	0
NC_037335.1	10289368	10634230	13.38	13.82	3360	1	1
NC_037335.1	10634230	10648176	13.82	13.84	155	0	1
NC_037335.1	10648176	10946017	13.84	14.23	3735	1	1
NC_037335.1	10946017	10966621	14.23	14.26	165	1	0
NC_037335.1	10966621	11136591	14.26	14.48	1585	1	1
NC_037335.1	11136591	11187339	14.48	14.54	480	1	0
NC_037335.1	11187339	11369396	14.54	14.78	2530	1	1
NC_037335.1	11369396	11382998	14.78	14.80	140	1	0
NC_037335.1	11382998	11460547	14.80	14.90	1300	1	1
NC_037335.1	11460547	11469168	14.90	14.91	155	1	0
NC_037335.1	11469168	11529669	14.91	14.99	500	1	1
NC_037335.1	11529669	11579264	14.99	15.05	290	0	1
NC_037335.1	11579264	11996252	15.05	15.60	4355	1	1
NC_037335.1	11996252	12004302	15.60	15.61	125	1	0
NC_037335.1	12004302	12329433	15.61	16.03	2735	1	1
NC_037335.1	12329433	12339374	16.03	16.04	135	1	0
NC_037335.1	12339374	12425598	16.04	16.15	955	1	1
NC_037335.1	12425598	12435445	16.15	16.17	115	0	1
NC_037335.1	12435445	12602392	16.17	16.38	1740	1	1
NC_037335.1	12602392	12648596	16.38	16.44	505	1	0
NC_037335.1	12648596	12940603	16.44	16.82	2965	1	1
NC_037335.1	12940603	12953023	16.82	16.84	180	1	0
NC_037335.1	12953023	13104738	16.84	17.04	1860	1	1
NC_037335.1	13104738	13111952	17.04	17.05	105	1	0
NC_037335.1	13111952	13112042	17.05	17.05	5	0	0
NC_037335.1	13112042	13118015	17.05	17.05	155	0	1
NC_037335.1	13118015	13154211	17.05	17.10	355	1	1
NC_037335.1	13154211	13171245	17.10	17.12	215	0	1
NC_037335.1	13171245	16876535	17.12	21.94	39915	1	1
NC_037335.1	16876535	16883316	21.94	21.95	85	1	0
NC_037335.1	16883316	16980984	21.95	22.08	1235	1	1
NC_037335.1	16980984	17002933	22.08	22.10	400	0	1
NC_037335.1	17002933	17443743	22.10	22.68	4340	1	1
NC_037335.1	17443743	17449490	22.68	22.68	90	0	1
