#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037333.1	102308	8884792	0.13	11.55	71752	1	1
NC_037333.1	8884792	8917211	11.55	11.59	340	0	1
NC_037333.1	8917211	13407812	11.59	17.43	44125	1	1
NC_037333.1	13407812	13445898	17.43	17.48	330	0	1
NC_037333.1	13445898	33759355	17.48	43.89	199460	1	1
NC_037333.1	33759355	33811284	43.89	43.95	350	1	0
NC_037333.1	33811284	61375792	43.95	79.79	274670	1	1
NC_037333.1	61375792	61402787	79.79	79.82	355	0	1
NC_037333.1	61402787	65297995	79.82	84.89	36045	1	1
NC_037333.1	65297995	65338841	84.89	84.94	310	1	0
NC_037333.1	65338841	65789927	84.94	85.53	4085	1	1
NC_037333.1	65789927	65819001	85.53	85.56	430	1	0
NC_037333.1	65819001	79953086	85.56	103.94	127030	1	1
NC_037333.1	79953086	80013821	103.94	104.02	480	1	0
NC_037333.1	80013821	84142554	104.02	109.39	33440	1	1
NC_037333.1	84142554	84271503	109.39	109.55	870	0	1
NC_037333.1	84271503	103201957	109.55	134.16	204805	1	1
NC_037333.1	103201957	103228140	134.16	134.20	420	0	1
NC_037333.1	103228140	110903163	134.20	144.17	94050	1	1
NC_037333.1	110903163	110912757	144.17	144.19	195	0	1
NC_037333.1	110912757	117795026	144.19	153.13	98215	1	1
