#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037344.1	25334	311974	0.03	0.41	1767	1	1
NC_037344.1	311974	327015	0.41	0.43	130	1	0
NC_037344.1	327015	1875961	0.43	2.44	10300	1	1
NC_037344.1	1875961	1917342	2.44	2.49	245	0	1
NC_037344.1	1917342	2072026	2.49	2.69	1215	1	1
NC_037344.1	2072026	2118596	2.69	2.75	450	1	0
NC_037344.1	2118596	2224221	2.75	2.89	1090	1	1
NC_037344.1	2224221	2232173	2.89	2.90	150	0	1
NC_037344.1	2232173	2287158	2.90	2.97	470	1	1
NC_037344.1	2287158	2296216	2.97	2.99	80	0	1
NC_037344.1	2296216	2634424	2.99	3.42	3235	1	1
NC_037344.1	2634424	2696521	3.42	3.51	475	0	1
NC_037344.1	2696521	3485834	3.51	4.53	7725	1	1
NC_037344.1	3485834	3496731	4.53	4.55	145	1	0
NC_037344.1	3496731	4059855	4.55	5.28	6880	1	1
NC_037344.1	4059855	4067310	5.28	5.29	140	1	0
NC_037344.1	4067310	4941409	5.29	6.42	10635	1	1
NC_037344.1	4941409	4958658	6.42	6.45	285	0	1
NC_037344.1	4958658	6191723	6.45	8.05	14220	1	1
NC_037344.1	6191723	6213423	8.05	8.08	200	1	0
NC_037344.1	6213423	7581356	8.08	9.86	11485	1	1
NC_037344.1	7581356	7590934	9.86	9.87	145	0	1
NC_037344.1	7590934	8288203	9.87	10.77	7455	1	1
NC_037344.1	8288203	8306134	10.77	10.80	205	1	0
NC_037344.1	8306134	9289971	10.80	12.08	9060	1	1
NC_037344.1	9289971	9305571	12.08	12.10	170	1	0
NC_037344.1	9305571	10751013	12.10	13.98	14985	1	1
NC_037344.1	10751013	10778956	13.98	14.01	260	0	1
NC_037344.1	10778956	10809190	14.01	14.05	220	1	1
NC_037344.1	10809190	10821493	14.05	14.07	175	0	1
NC_037344.1	10821493	11243836	14.07	14.62	3640	1	1
NC_037344.1	11243836	11255982	14.62	14.63	205	0	1
NC_037344.1	11255982	11310441	14.63	14.70	505	1	1
NC_037344.1	11310441	11321050	14.70	14.72	175	1	0
NC_037344.1	11321050	12169434	14.72	15.82	8695	1	1
NC_037344.1	12169434	12187421	15.82	15.84	155	1	0
NC_037344.1	12187421	14299774	15.84	18.59	22280	1	1
NC_037344.1	14299774	14310991	18.59	18.60	180	0	1
NC_037344.1	14310991	14745708	18.60	19.17	4510	1	1
NC_037344.1	14745708	14762953	19.17	19.19	190	0	1
NC_037344.1	14762953	15152141	19.19	19.70	4025	1	1
NC_037344.1	15152141	15167238	19.70	19.72	195	1	0
NC_037344.1	15167238	15804146	19.72	20.55	7420	1	1
NC_037344.1	15804146	15818206	20.55	20.56	155	1	0
