#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037329.1	97995	627774	0.13	0.82	2747	1	1
NC_037329.1	627774	644892	0.82	0.84	120	0	1
NC_037329.1	644892	1335376	0.84	1.74	5135	1	1
NC_037329.1	1335376	1367745	1.74	1.78	215	0	1
NC_037329.1	1367745	2086553	1.78	2.71	6450	1	1
NC_037329.1	2086553	2088520	2.71	2.72	190	1	0
NC_037329.1	2088520	2110766	2.72	2.74	600	1	1
NC_037329.1	2110766	2136876	2.74	2.78	165	1	0
NC_037329.1	2136876	2705876	2.78	3.52	4255	1	1
NC_037329.1	2705876	2729338	3.52	3.55	350	0	1
NC_037329.1	2729338	3318529	3.55	4.31	5725	1	1
NC_037329.1	3318529	3336952	4.31	4.34	195	0	1
NC_037329.1	3336952	3428356	4.34	4.46	1025	1	1
NC_037329.1	3428356	3466508	4.46	4.51	380	0	1
NC_037329.1	3466508	4244744	4.51	5.52	9810	1	1
NC_037329.1	4244744	4259902	5.52	5.54	190	0	1
NC_037329.1	4259902	4260884	5.54	5.54	20	1	1
NC_037329.1	4260884	4311412	5.54	5.60	305	1	0
NC_037329.1	4311412	4364044	5.60	5.67	490	1	1
NC_037329.1	4364044	4390128	5.67	5.71	275	0	1
NC_037329.1	4390128	6050396	5.71	7.87	18170	1	1
NC_037329.1	6050396	6072746	7.87	7.89	220	0	1
NC_037329.1	6072746	6792697	7.89	8.83	7160	1	1
NC_037329.1	6792697	6824648	8.83	8.87	280	0	1
NC_037329.1	6824648	13399040	8.87	17.42	59355	1	1
NC_037329.1	13399040	13421474	17.42	17.45	280	0	1
NC_037329.1	13421474	14834071	17.45	19.28	15000	1	1
NC_037329.1	14834071	14846374	19.28	19.30	230	0	1
NC_037329.1	14846374	16717180	19.30	21.73	18005	1	1
NC_037329.1	16717180	16749906	21.73	21.77	380	0	1
NC_037329.1	16749906	16794699	21.77	21.83	555	1	1
NC_037329.1	16794699	16831461	21.83	21.88	450	1	0
NC_037329.1	16831461	18861096	21.88	24.52	21815	1	1
NC_037329.1	18861096	18881194	24.52	24.55	205	0	1
NC_037329.1	18881194	20085394	24.55	26.11	12555	1	1
NC_037329.1	20085394	20100479	26.11	26.13	195	0	1
NC_037329.1	20100479	20594556	26.13	26.77	5520	1	1
NC_037329.1	20594556	20604201	26.77	26.79	150	0	1
NC_037329.1	20604201	26151758	26.79	34.00	52730	1	1
NC_037329.1	26151758	26167216	34.00	34.02	270	0	1
NC_037329.1	26167216	29631974	34.02	38.52	37270	1	1
NC_037329.1	29631974	29655485	38.52	38.55	185	0	1
NC_037329.1	29655485	30067794	38.55	39.09	4245	1	1
NC_037329.1	30067794	30079649	39.09	39.10	165	1	0
NC_037329.1	30079649	30198932	39.10	39.26	1460	1	1
NC_037329.1	30198932	30252086	39.26	39.33	475	1	0
NC_037329.1	30252086	31952997	39.33	41.54	15880	1	1
NC_037329.1	31952997	31975455	41.54	41.57	190	1	0
NC_037329.1	31975455	33268327	41.57	43.25	11165	1	1
NC_037329.1	33268327	33295212	43.25	43.28	225	0	1
NC_037329.1	33295212	35652824	43.28	46.35	20315	1	1
NC_037329.1	35652824	35665376	46.35	46.37	160	1	0
NC_037329.1	35665376	38250133	46.37	49.73	25805	1	1
NC_037329.1	38250133	38275956	49.73	49.76	225	0	1
NC_037329.1	38275956	38707133	49.76	50.32	4295	1	1
NC_037329.1	38707133	38731893	50.32	50.35	370	0	1
NC_037329.1	38731893	39279365	50.35	51.06	5775	1	1
NC_037329.1	39279365	39316705	51.06	51.11	295	0	1
NC_037329.1	39316705	46926207	51.11	61.00	71295	1	1
NC_037329.1	46926207	46950458	61.00	61.04	190	0	1
NC_037329.1	46950458	48117646	61.04	62.55	10860	1	1
NC_037329.1	48117646	48218832	62.55	62.68	495	0	1
NC_037329.1	48218832	48984359	62.68	63.68	6160	1	1
NC_037329.1	48984359	49014104	63.68	63.72	350	1	0
NC_037329.1	49014104	53188973	63.72	69.15	34435	1	1
NC_037329.1	53188973	53237492	69.15	69.21	400	1	0
NC_037329.1	53237492	54240799	69.21	70.51	9005	1	1
NC_037329.1	54240799	54258373	70.51	70.54	120	1	0
NC_037329.1	54258373	55460340	70.54	72.10	11555	1	1
NC_037329.1	55460340	55500476	72.10	72.15	305	1	0
NC_037329.1	55500476	59119057	72.15	76.85	36455	1	1
NC_037329.1	59119057	59131855	76.85	76.87	105	0	1
NC_037329.1	59131855	59995682	76.87	77.99	9105	1	1
NC_037329.1	59995682	60045799	77.99	78.06	560	0	1
NC_037329.1	60045799	60747356	78.06	78.97	8130	1	1
NC_037329.1	60747356	60760393	78.97	78.99	195	1	0
NC_037329.1	60760393	61843183	78.99	80.40	9950	1	1
NC_037329.1	61843183	61865189	80.40	80.42	105	0	1
NC_037329.1	61865189	62577728	80.42	81.35	6440	1	1
NC_037329.1	62577728	62629376	81.35	81.42	620	1	0
NC_037329.1	62629376	65252330	81.42	84.83	29235	1	1
NC_037329.1	65252330	65257727	84.83	84.83	115	0	1
NC_037329.1	65257727	66728484	84.83	86.75	13695	1	1
NC_037329.1	66728484	66757740	86.75	86.79	190	1	0
NC_037329.1	66757740	66789868	86.79	86.83	325	1	1
NC_037329.1	66789868	66806681	86.83	86.85	210	1	0
NC_037329.1	66806681	66816878	86.85	86.86	95	1	1
NC_037329.1	66816878	66862846	86.86	86.92	455	0	1
NC_037329.1	66862846	68282709	86.92	88.77	13935	1	1
NC_037329.1	68282709	68298084	88.77	88.79	215	1	0
NC_037329.1	68298084	68930732	88.79	89.61	6585	1	1
NC_037329.1	68930732	68955140	89.61	89.64	235	0	1
NC_037329.1	68955140	69511071	89.64	90.36	6640	1	1
NC_037329.1	69511071	69520941	90.36	90.38	210	1	0
NC_037329.1	69520941	73418668	90.38	95.44	40970	1	1
NC_037329.1	73418668	73456016	95.44	95.49	450	1	0
NC_037329.1	73456016	75205634	95.49	97.77	18525	1	1
NC_037329.1	75205634	75221892	97.77	97.79	195	0	1
NC_037329.1	75221892	81416806	97.79	105.84	55990	1	1
NC_037329.1	81416806	81468869	105.84	105.91	340	1	0
NC_037329.1	81468869	82048110	105.91	106.66	4640	1	1
NC_037329.1	82048110	82156442	106.66	106.80	810	0	1
NC_037329.1	82156442	90896592	106.80	118.17	74040	1	1
NC_037329.1	90896592	90921022	118.17	118.20	215	1	0
NC_037329.1	90921022	91032203	118.20	118.34	995	1	1
NC_037329.1	91032203	91057668	118.34	118.38	225	1	0
NC_037329.1	91057668	93042948	118.38	120.96	18180	1	1
NC_037329.1	93042948	93060959	120.96	120.98	170	0	1
NC_037329.1	93060959	95100680	120.98	123.63	20615	1	1
NC_037329.1	95100680	95122130	123.63	123.66	150	0	1
NC_037329.1	95122130	96047533	123.66	124.86	8280	1	1
NC_037329.1	96047533	96070482	124.86	124.89	260	0	1
NC_037329.1	96070482	97192779	124.89	126.35	11510	1	1
NC_037329.1	97192779	97260896	126.35	126.44	510	0	1
NC_037329.1	97260896	98230148	126.44	127.70	8810	1	1
NC_037329.1	98230148	98251088	127.70	127.73	235	1	0
NC_037329.1	98251088	99008262	127.73	128.71	7605	1	1
NC_037329.1	99008262	99081270	128.71	128.81	555	1	0
NC_037329.1	99081270	99966559	128.81	129.96	8520	1	1
NC_037329.1	99966559	99992700	129.96	129.99	295	0	1
NC_037329.1	99992700	100198252	129.99	130.26	1920	1	1
NC_037329.1	100198252	100229700	130.26	130.30	280	0	1
NC_037329.1	100229700	100513518	130.30	130.67	2530	1	1
NC_037329.1	100513518	100553823	130.67	130.72	380	0	1
NC_037329.1	100553823	101410562	130.72	131.83	7195	1	1
NC_037329.1	101410562	101425956	131.83	131.85	125	1	0
NC_037329.1	101425956	102771940	131.85	133.60	12040	1	1
NC_037329.1	102771940	102803908	133.60	133.65	285	1	0
NC_037329.1	102803908	102887973	133.65	133.75	700	1	1
