#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037341.1	7950	3563203	0.01	4.63	42837	1	1
NC_037341.1	3563203	3576680	4.63	4.65	295	1	0
NC_037341.1	3576680	5394301	4.65	7.01	24780	1	1
NC_037341.1	5394301	5418331	7.01	7.04	345	0	1
NC_037341.1	5418331	5965253	7.04	7.75	6830	1	1
NC_037341.1	5965253	5979056	7.75	7.77	180	0	1
NC_037341.1	5979056	6116798	7.77	7.95	1860	1	1
NC_037341.1	6116798	6137959	7.95	7.98	275	1	0
NC_037341.1	6137959	10810084	7.98	14.05	58335	1	1
NC_037341.1	10810084	10823875	14.05	14.07	165	0	1
NC_037341.1	10823875	12413446	14.07	16.14	16115	1	1
NC_037341.1	12413446	12421779	16.14	16.15	180	0	1
NC_037341.1	12421779	18211084	16.15	23.67	60000	1	1
NC_037341.1	18211084	18231228	23.67	23.70	195	1	0
NC_037341.1	18231228	21588342	23.70	28.06	35605	1	1
NC_037341.1	21588342	21615454	28.06	28.10	370	0	1
NC_037341.1	21615454	27620954	28.10	35.91	57900	1	1
NC_037341.1	27620954	27644393	35.91	35.94	265	1	0
NC_037341.1	27644393	29603679	35.94	38.48	19050	1	1
NC_037341.1	29603679	29632832	38.48	38.52	200	1	0
NC_037341.1	29632832	30417938	38.52	39.54	6955	1	1
NC_037341.1	30417938	30434539	39.54	39.56	240	0	1
NC_037341.1	30434539	33331087	39.56	43.33	26470	1	1
NC_037341.1	33331087	33388695	43.33	43.41	580	1	0
NC_037341.1	33388695	34790382	43.41	45.23	12250	1	1
NC_037341.1	34790382	34834247	45.23	45.28	470	0	1
NC_037341.1	34834247	36858816	45.28	47.92	19465	1	1
NC_037341.1	36858816	36874151	47.92	47.94	150	1	0
NC_037341.1	36874151	41328794	47.94	53.73	39630	1	1
NC_037341.1	41328794	41347276	53.73	53.75	185	0	1
NC_037341.1	41347276	44726373	53.75	58.14	30915	1	1
NC_037341.1	44726373	44751701	58.14	58.18	165	0	1
NC_037341.1	44751701	46654934	58.18	60.65	21220	1	1
NC_037341.1	46654934	46717921	60.65	60.73	665	0	1
NC_037341.1	46717921	47382141	60.73	61.60	7870	1	1
NC_037341.1	47382141	47434094	61.60	61.66	385	1	0
NC_037341.1	47434094	49906261	61.66	64.88	21765	1	1
NC_037341.1	49906261	49917340	64.88	64.89	135	1	0
NC_037341.1	49917340	51093866	64.89	66.42	11285	1	1
NC_037341.1	51093866	51131728	66.42	66.47	280	0	1
NC_037341.1	51131728	52630589	66.47	68.42	13885	1	1
NC_037341.1	52630589	52663272	68.42	68.46	420	1	0
NC_037341.1	52663272	61194670	68.46	79.55	85535	1	1
NC_037341.1	61194670	61205091	79.55	79.57	200	0	1
NC_037341.1	61205091	62199663	79.57	80.86	11090	1	1
NC_037341.1	62199663	62220863	80.86	80.89	190	0	1
NC_037341.1	62220863	62312201	80.89	81.01	1085	1	1
NC_037341.1	62312201	62334322	81.01	81.03	230	0	1
NC_037341.1	62334322	62683200	81.03	81.49	4425	1	1
NC_037341.1	62683200	62699399	81.49	81.51	180	1	0
NC_037341.1	62699399	63694238	81.51	82.80	12525	1	1
NC_037341.1	63694238	63708996	82.80	82.82	260	0	1
NC_037341.1	63708996	63748648	82.82	82.87	530	1	1
NC_037341.1	63748648	63766172	82.87	82.90	220	0	1
NC_037341.1	63766172	66680754	82.90	86.68	27585	1	1
NC_037341.1	66680754	66696122	86.68	86.71	165	0	1
NC_037341.1	66696122	68359649	86.71	88.87	19595	1	1
NC_037341.1	68359649	68377427	88.87	88.89	230	1	0
NC_037341.1	68377427	69101388	88.89	89.83	7805	1	1
NC_037341.1	69101388	69119232	89.83	89.86	275	1	0
NC_037341.1	69119232	69719323	89.86	90.64	6205	1	1
NC_037341.1	69719323	69776763	90.64	90.71	180	1	0
NC_037341.1	69776763	70169387	90.71	91.22	4225	1	1
NC_037341.1	70169387	70185224	91.22	91.24	230	1	0
NC_037341.1	70185224	70319716	91.24	91.42	1645	1	1
NC_037341.1	70319716	70340596	91.42	91.44	190	0	1
NC_037341.1	70340596	72455761	91.44	94.19	23440	1	1
NC_037341.1	72455761	72467487	94.19	94.21	140	1	0
NC_037341.1	72467487	72984424	94.21	94.88	5795	1	1
NC_037341.1	72984424	73013285	94.88	94.92	220	1	0
NC_037341.1	73013285	73626160	94.92	95.71	6470	1	1
NC_037341.1	73626160	73645843	95.71	95.74	210	1	0
