#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037343.1	208686	361982	0.27	0.47	197	1	1
NC_037343.1	361982	442244	0.47	0.57	205	1	0
NC_037343.1	442244	522848	0.57	0.68	1095	1	1
NC_037343.1	522848	532534	0.68	0.69	140	1	0
NC_037343.1	532534	3597320	0.69	4.68	34820	1	1
NC_037343.1	3597320	3612646	4.68	4.70	160	0	1
NC_037343.1	3612646	4954552	4.70	6.44	14725	1	1
NC_037343.1	4954552	4964297	6.44	6.45	120	1	0
NC_037343.1	4964297	5196455	6.45	6.76	2610	1	1
NC_037343.1	5196455	5203921	6.76	6.77	325	1	0
NC_037343.1	5203921	5731438	6.77	7.45	6090	1	1
NC_037343.1	5731438	5743550	7.45	7.47	165	1	0
NC_037343.1	5743550	5765663	7.47	7.50	285	0	0
NC_037343.1	5765663	5773122	7.50	7.51	80	1	0
NC_037343.1	5773122	6773282	7.51	8.81	10580	1	1
NC_037343.1	6773282	6786873	8.81	8.82	165	1	0
NC_037343.1	6786873	9225460	8.82	11.99	21530	1	1
NC_037343.1	9225460	9283688	11.99	12.07	315	1	0
NC_037343.1	9283688	9541121	12.07	12.40	2425	1	1
NC_037343.1	9541121	9580729	12.40	12.45	350	0	1
NC_037343.1	9580729	10366931	12.45	13.48	7800	1	1
NC_037343.1	10366931	10449691	13.48	13.58	660	1	0
NC_037343.1	10449691	10967941	13.58	14.26	5460	1	1
NC_037343.1	10967941	10996152	14.26	14.30	335	1	0
NC_037343.1	10996152	12431961	14.30	16.16	13130	1	1
NC_037343.1	12431961	12467665	16.16	16.21	380	1	0
NC_037343.1	12467665	18072858	16.21	23.49	54720	1	1
NC_037343.1	18072858	18115078	23.49	23.55	295	1	0
NC_037343.1	18115078	23715401	23.55	30.83	56275	1	1
NC_037343.1	23715401	23749505	30.83	30.87	425	0	1
NC_037343.1	23749505	25496247	30.87	33.15	16990	1	1
NC_037343.1	25496247	25508770	33.15	33.16	150	1	0
NC_037343.1	25508770	26882481	33.16	34.95	15670	1	1
NC_037343.1	26882481	26899191	34.95	34.97	160	1	0
NC_037343.1	26899191	27408894	34.97	35.63	5940	1	1
NC_037343.1	27408894	27439518	35.63	35.67	305	0	1
NC_037343.1	27439518	29915152	35.67	38.89	26560	1	1
NC_037343.1	29915152	29925585	38.89	38.90	125	1	0
NC_037343.1	29925585	31269604	38.90	40.65	14130	1	1
NC_037343.1	31269604	31296960	40.65	40.69	340	1	0
NC_037343.1	31296960	34337338	40.69	44.64	32875	1	1
NC_037343.1	34337338	34345243	44.64	44.65	195	0	1
NC_037343.1	34345243	34466867	44.65	44.81	1240	1	1
NC_037343.1	34466867	34498383	44.81	44.85	195	0	1
NC_037343.1	34498383	43136584	44.85	56.08	81500	1	1
NC_037343.1	43136584	43165141	56.08	56.11	250	1	0
NC_037343.1	43165141	43335569	56.11	56.34	1440	1	1
NC_037343.1	43335569	43386655	56.34	56.40	405	0	1
