#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037331.1	293679	394757	0.38	0.51	107	1	0
NC_037331.1	394757	2418400	0.51	3.14	14880	1	1
NC_037331.1	2418400	2478540	3.14	3.22	570	0	1
NC_037331.1	2478540	6792237	3.22	8.83	50810	1	1
NC_037331.1	6792237	6824115	8.83	8.87	505	1	0
NC_037331.1	6824115	7222994	8.87	9.39	3600	1	1
NC_037331.1	7222994	7237604	9.39	9.41	220	0	1
NC_037331.1	7237604	8440484	9.41	10.97	14230	1	1
NC_037331.1	8440484	8454204	10.97	10.99	150	0	1
NC_037331.1	8454204	9355791	10.99	12.16	7565	1	1
NC_037331.1	9355791	9385932	12.16	12.20	225	1	0
NC_037331.1	9385932	9779694	12.20	12.71	3040	1	1
NC_037331.1	9779694	9802281	12.71	12.74	260	1	0
NC_037331.1	9802281	13117772	12.74	17.05	29510	1	1
NC_037331.1	13117772	13123596	17.05	17.06	130	0	1
NC_037331.1	13123596	14523083	17.06	18.88	13660	1	1
NC_037331.1	14523083	14532543	18.88	18.89	130	0	1
NC_037331.1	14532543	19338621	18.89	25.14	49950	1	1
NC_037331.1	19338621	19371264	25.14	25.18	175	1	0
NC_037331.1	19371264	20704251	25.18	26.92	15830	1	1
NC_037331.1	20704251	20715845	26.92	26.93	205	0	1
NC_037331.1	20715845	23827776	26.93	30.98	32920	1	1
NC_037331.1	23827776	23838102	30.98	30.99	130	0	1
NC_037331.1	23838102	26021879	30.99	33.83	21365	1	1
NC_037331.1	26021879	26035695	33.83	33.85	195	0	1
NC_037331.1	26035695	30440500	33.85	39.57	35310	1	1
NC_037331.1	30440500	30462578	39.57	39.60	275	0	1
NC_037331.1	30462578	32294672	39.60	41.98	19380	1	1
NC_037331.1	32294672	32324593	41.98	42.02	180	0	1
NC_037331.1	32324593	32416919	42.02	42.14	685	1	1
NC_037331.1	32416919	32427976	42.14	42.16	175	0	1
NC_037331.1	32427976	32750424	42.16	42.58	2795	1	1
NC_037331.1	32750424	32767197	42.58	42.60	125	1	0
NC_037331.1	32767197	33559460	42.60	43.63	7490	1	1
NC_037331.1	33559460	33581524	43.63	43.66	300	0	1
NC_037331.1	33581524	34594455	43.66	44.97	10595	1	1
NC_037331.1	34594455	34674778	44.97	45.08	815	0	1
NC_037331.1	34674778	37856274	45.08	49.21	31525	1	1
NC_037331.1	37856274	37881109	49.21	49.25	200	1	0
NC_037331.1	37881109	37896248	49.25	49.27	265	0	1
NC_037331.1	37896248	38004475	49.27	49.41	1000	1	1
NC_037331.1	38004475	38048488	49.41	49.46	245	0	1
NC_037331.1	38048488	38659688	49.46	50.26	6105	1	1
NC_037331.1	38659688	38680993	50.26	50.29	265	0	1
NC_037331.1	38680993	38854630	50.29	50.51	1565	1	1
NC_037331.1	38854630	38870288	50.51	50.53	165	0	1
NC_037331.1	38870288	40805386	50.53	53.05	17205	1	1
NC_037331.1	40805386	40863876	53.05	53.12	690	0	1
NC_037331.1	40863876	40886311	53.12	53.15	215	1	1
NC_037331.1	40886311	40920752	53.15	53.20	295	1	0
NC_037331.1	40920752	41181352	53.20	53.54	2600	1	1
NC_037331.1	41181352	41194627	53.54	53.55	205	1	0
NC_037331.1	41194627	41738271	53.55	54.26	4785	1	1
NC_037331.1	41738271	41760809	54.26	54.29	185	1	0
NC_037331.1	41760809	42003261	54.29	54.60	1890	1	1
NC_037331.1	42003261	42041184	54.60	54.65	390	1	0
NC_037331.1	42041184	43272885	54.65	56.25	12505	1	1
NC_037331.1	43272885	43305883	56.25	56.30	285	1	0
NC_037331.1	43305883	44275800	56.30	57.56	6910	1	1
NC_037331.1	44275800	44288433	57.56	57.58	175	0	1
NC_037331.1	44288433	44470498	57.58	57.81	1920	1	1
NC_037331.1	44470498	44486888	57.81	57.83	195	0	1
NC_037331.1	44486888	45683816	57.83	59.39	9570	1	1
NC_037331.1	45683816	45704116	59.39	59.42	285	0	1
NC_037331.1	45704116	55695273	59.42	72.40	90185	1	1
NC_037331.1	55695273	55764221	72.40	72.49	860	1	0
NC_037331.1	55764221	56426115	72.49	73.35	6535	1	1
NC_037331.1	56426115	56454355	73.35	73.39	365	0	1
NC_037331.1	56454355	57591572	73.39	74.87	11270	1	1
NC_037331.1	57591572	57644440	74.87	74.94	460	1	0
NC_037331.1	57644440	57812839	74.94	75.16	1895	1	1
NC_037331.1	57812839	57835673	75.16	75.19	350	1	0
NC_037331.1	57835673	60564994	75.19	78.73	28680	1	1
NC_037331.1	60564994	60576105	78.73	78.75	185	1	0
NC_037331.1	60576105	61189044	78.75	79.55	7190	1	1
NC_037331.1	61189044	61218529	79.55	79.58	265	0	1
NC_037331.1	61218529	62154045	79.58	80.80	9970	1	1
NC_037331.1	62154045	62182362	80.80	80.84	295	1	0
NC_037331.1	62182362	62231414	80.84	80.90	685	1	1
NC_037331.1	62231414	62252678	80.90	80.93	255	1	0
NC_037331.1	62252678	63929180	80.93	83.11	16585	1	1
NC_037331.1	63929180	63962334	83.11	83.15	270	0	1
NC_037331.1	63962334	65732865	83.15	85.45	22420	1	1
NC_037331.1	65732865	65770296	85.45	85.50	375	0	1
NC_037331.1	65770296	72706198	85.50	94.52	69535	1	1
NC_037331.1	72706198	72735770	94.52	94.56	270	0	1
NC_037331.1	72735770	73258112	94.56	95.24	5810	1	1
NC_037331.1	73258112	73288572	95.24	95.28	230	0	1
NC_037331.1	73288572	74480119	95.28	96.82	11715	1	1
NC_037331.1	74480119	74498161	96.82	96.85	130	1	0
NC_037331.1	74498161	76384026	96.85	99.30	21150	1	1
NC_037331.1	76384026	76401355	99.30	99.32	210	0	1
NC_037331.1	76401355	78695667	99.32	102.30	24600	1	1
NC_037331.1	78695667	78720716	102.30	102.34	305	1	0
NC_037331.1	78720716	80448501	102.34	104.58	16145	1	1
NC_037331.1	80448501	80475498	104.58	104.62	190	1	0
NC_037331.1	80475498	85507322	104.62	111.16	48995	1	1
NC_037331.1	85507322	85521154	111.16	111.18	110	0	1
NC_037331.1	85521154	87091837	111.18	113.22	15785	1	1
NC_037331.1	87091837	87109475	113.22	113.24	240	1	0
NC_037331.1	87109475	88767475	113.24	115.40	17095	1	1
NC_037331.1	88767475	88790300	115.40	115.43	280	0	1
NC_037331.1	88790300	89203572	115.43	115.96	4115	1	1
NC_037331.1	89203572	89254287	115.96	116.03	430	0	1
NC_037331.1	89254287	89332600	116.03	116.13	960	1	1
NC_037331.1	89332600	89361088	116.13	116.17	265	1	0
NC_037331.1	89361088	90687194	116.17	117.89	12180	1	1
NC_037331.1	90687194	90735140	117.89	117.96	520	1	0
NC_037331.1	90735140	91683084	117.96	119.19	9515	1	1
NC_037331.1	91683084	91699269	119.19	119.21	150	0	1
NC_037331.1	91699269	99688796	119.21	129.60	86155	1	1
NC_037331.1	99688796	99699801	129.60	129.61	200	0	1
NC_037331.1	99699801	100349232	129.61	130.45	6865	1	1
NC_037331.1	100349232	100385352	130.45	130.50	140	1	0
NC_037331.1	100385352	101433160	130.50	131.86	12550	1	1
NC_037331.1	101433160	101466923	131.86	131.91	440	1	0
NC_037331.1	101466923	102338636	131.91	133.04	7540	1	1
NC_037331.1	102338636	102370055	133.04	133.08	255	1	0
NC_037331.1	102370055	104349471	133.08	135.65	21070	1	1
NC_037331.1	104349471	104367742	135.65	135.68	205	1	0
NC_037331.1	104367742	104411213	135.68	135.74	560	1	1
NC_037331.1	104411213	104425928	135.74	135.75	300	0	1
NC_037331.1	104425928	104520816	135.75	135.88	1375	1	1
NC_037331.1	104520816	104577886	135.88	135.95	660	1	0
NC_037331.1	104577886	105366654	135.95	136.98	11360	1	1
NC_037331.1	105366654	105401666	136.98	137.02	430	0	1
NC_037331.1	105401666	105751981	137.02	137.48	7050	1	1
NC_037331.1	105751981	105757568	137.48	137.49	145	1	0
NC_037331.1	105757568	108949577	137.49	141.63	35735	1	1
NC_037331.1	108949577	108966207	141.63	141.66	150	0	1
NC_037331.1	108966207	109192786	141.66	141.95	2300	1	1
NC_037331.1	109192786	109216594	141.95	141.98	235	0	1
NC_037331.1	109216594	109591006	141.98	142.47	4770	1	1
NC_037331.1	109591006	109605772	142.47	142.49	165	0	1
NC_037331.1	109605772	109836269	142.49	142.79	2990	1	1
NC_037331.1	109836269	109851951	142.79	142.81	315	0	1
NC_037331.1	109851951	111514244	142.81	144.97	22520	1	1
NC_037331.1	111514244	111533749	144.97	144.99	245	1	0
NC_037331.1	111533749	111688538	144.99	145.20	2895	1	1
NC_037331.1	111688538	111704409	145.20	145.22	275	0	1
NC_037331.1	111704409	111923623	145.22	145.50	3095	1	1
NC_037331.1	111923623	111973789	145.50	145.57	590	0	1
NC_037331.1	111973789	112829741	145.57	146.68	11450	1	1
NC_037331.1	112829741	112845506	146.68	146.70	330	0	1
NC_037331.1	112845506	112851215	146.70	146.71	235	1	1
NC_037331.1	112851215	112856526	146.71	146.71	230	1	0
NC_037331.1	112856526	112982445	146.71	146.88	1705	1	1
NC_037331.1	112982445	113014803	146.88	146.92	435	0	1
NC_037331.1	113014803	113015532	146.92	146.92	45	1	1
NC_037331.1	113015532	113018968	146.92	146.93	215	1	0
NC_037331.1	113018968	113022486	146.93	146.93	105	1	1
NC_037331.1	113022486	113048212	146.93	146.96	215	0	1
NC_037331.1	113048212	113067322	146.96	146.99	205	1	1
NC_037331.1	113067322	113070372	146.99	146.99	265	1	0
NC_037331.1	113070372	113071932	146.99	146.99	140	1	1
NC_037331.1	113071932	113076378	146.99	147.00	145	1	0
NC_037331.1	113076378	113193096	147.00	147.15	1390	1	1
NC_037331.1	113193096	113195403	147.15	147.15	135	0	1
NC_037331.1	113195403	113234020	147.15	147.20	660	1	1
NC_037331.1	113234020	113239283	147.20	147.21	250	1	0
NC_037331.1	113239283	113239360	147.21	147.21	10	1	1
NC_037331.1	113239360	113243190	147.21	147.22	200	0	1
NC_037331.1	113243190	113251685	147.22	147.23	95	1	1
NC_037331.1	113251685	113261640	147.23	147.24	190	1	0
NC_037331.1	113261640	113262429	147.24	147.24	55	1	1
NC_037331.1	113262429	113267323	147.24	147.25	405	0	1
NC_037331.1	113267323	113278101	147.25	147.26	170	1	1
NC_037331.1	113278101	113280473	147.26	147.26	170	0	1
NC_037331.1	113280473	113280699	147.26	147.26	20	1	1
NC_037331.1	113280699	113338393	147.26	147.34	1430	1	0
NC_037331.1	113338393	113340442	147.34	147.34	170	1	1
NC_037331.1	113340442	113343789	147.34	147.35	195	1	0
NC_037331.1	113343789	114764167	147.35	149.19	17565	1	1
NC_037331.1	114764167	114798660	149.19	149.24	265	0	1
NC_037331.1	114798660	115534583	149.24	150.20	10055	1	1
NC_037331.1	115534583	115546158	150.20	150.21	320	0	1
NC_037331.1	115546158	119913325	150.21	155.89	68346	1	1
