#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037354.1	5468	111827	0.01	0.15	1122	1	1
NC_037354.1	111827	325185	0.15	0.42	240	1	0
NC_037354.1	325185	386750	0.42	0.50	820	1	1
NC_037354.1	386750	394692	0.50	0.51	210	1	0
NC_037354.1	394692	420713	0.51	0.55	890	1	1
NC_037354.1	420713	426630	0.55	0.55	180	0	1
NC_037354.1	426630	430215	0.55	0.56	70	1	1
NC_037354.1	430215	435155	0.56	0.57	210	1	0
NC_037354.1	435155	2049172	0.57	2.66	19490	1	1
NC_037354.1	2049172	2064861	2.66	2.68	125	0	1
NC_037354.1	2064861	3085006	2.68	4.01	13420	1	1
NC_037354.1	3085006	3097857	4.01	4.03	175	0	1
NC_037354.1	3097857	6234872	4.03	8.11	36860	1	1
NC_037354.1	6234872	6276329	8.11	8.16	440	0	1
NC_037354.1	6276329	9736790	8.16	12.66	27760	1	1
NC_037354.1	9736790	9752176	12.66	12.68	165	0	1
NC_037354.1	9752176	10397612	12.68	13.52	4945	1	1
NC_037354.1	10397612	10417922	13.52	13.54	190	0	1
NC_037354.1	10417922	10925079	13.54	14.20	4350	1	1
NC_037354.1	10925079	10961991	14.20	14.25	245	1	0
NC_037354.1	10961991	11317840	14.25	14.71	3795	1	1
NC_037354.1	11317840	11339976	14.71	14.74	270	0	1
NC_037354.1	11339976	17104676	14.74	22.24	68055	1	1
NC_037354.1	17104676	17137894	22.24	22.28	390	0	1
NC_037354.1	17137894	19164241	22.28	24.91	22285	1	1
NC_037354.1	19164241	19212089	24.91	24.98	485	0	1
NC_037354.1	19212089	24961675	24.98	32.45	60480	1	1
NC_037354.1	24961675	24978737	32.45	32.47	170	0	1
NC_037354.1	24978737	27635895	32.47	35.93	30885	1	1
NC_037354.1	27635895	27650211	35.93	35.95	200	1	0
NC_037354.1	27650211	28546174	35.95	37.11	10115	1	1
NC_037354.1	28546174	28562104	37.11	37.13	190	1	0
NC_037354.1	28562104	28784435	37.13	37.42	2720	1	1
NC_037354.1	28784435	28809471	37.42	37.45	345	1	0
NC_037354.1	28809471	30368196	37.45	39.48	18905	1	1
NC_037354.1	30368196	30406412	39.48	39.53	325	0	1
NC_037354.1	30406412	30807454	39.53	40.05	4905	1	1
NC_037354.1	30807454	30832490	40.05	40.08	315	1	0
NC_037354.1	30832490	31320665	40.08	40.72	6690	1	1
NC_037354.1	31320665	31328601	40.72	40.73	135	0	1
NC_037354.1	31328601	34397357	40.73	44.72	36155	1	1
NC_037354.1	34397357	34496186	44.72	44.85	580	0	1
NC_037354.1	34496186	34915955	44.85	45.39	3630	1	1
NC_037354.1	34915955	34997747	45.39	45.50	895	0	1
NC_037354.1	34997747	35798909	45.50	46.54	10405	1	1
NC_037354.1	35798909	35838146	46.54	46.59	575	0	1
NC_037354.1	35838146	36026180	46.59	46.83	2635	1	1
NC_037354.1	36026180	36034541	46.83	46.84	280	0	1
NC_037354.1	36034541	37419548	46.84	48.65	19525	1	1
NC_037354.1	37419548	37433861	48.65	48.66	225	0	1
NC_037354.1	37433861	38078371	48.66	49.50	10345	1	1
NC_037354.1	38078371	38099329	49.50	49.53	415	1	0
NC_037354.1	38099329	38329402	49.53	49.83	4480	1	1
NC_037354.1	38329402	38340679	49.83	49.84	185	1	0
NC_037354.1	38340679	39359019	49.84	51.17	15115	1	1
NC_037354.1	39359019	39369028	51.17	51.18	150	1	0
NC_037354.1	39369028	39537939	51.18	51.40	2560	1	1
NC_037354.1	39537939	39550759	51.40	51.42	245	1	0
NC_037354.1	39550759	39694909	51.42	51.60	2205	1	1
NC_037354.1	39694909	39703921	51.60	51.62	145	1	0
NC_037354.1	39703921	41184767	51.62	53.54	17480	1	1
NC_037354.1	41184767	41204137	53.54	53.57	285	1	0
NC_037354.1	41204137	41230517	53.57	53.60	395	1	1
NC_037354.1	41230517	41236909	53.60	53.61	170	1	0
NC_037354.1	41236909	41393929	53.61	53.81	2235	1	1
NC_037354.1	41393929	41409825	53.81	53.83	210	0	1
NC_037354.1	41409825	41800088	53.83	54.34	5230	1	1
NC_037354.1	41800088	41814756	54.34	54.36	295	1	0
NC_037354.1	41814756	42849282	54.36	55.70	13955	1	1
NC_037354.1	42849282	42860120	55.70	55.72	115	0	1
NC_037354.1	42860120	43011257	55.72	55.91	2520	1	1
NC_037354.1	43011257	43033732	55.91	55.94	380	1	0
NC_037354.1	43033732	43080597	55.94	56.00	670	1	1
NC_037354.1	43080597	43101589	56.00	56.03	305	0	1
NC_037354.1	43101589	43119638	56.03	56.06	265	1	1
NC_037354.1	43119638	43149684	56.06	56.09	455	1	0
NC_037354.1	43149684	43299397	56.09	56.29	2475	1	1
NC_037354.1	43299397	43321596	56.29	56.32	280	0	1
NC_037354.1	43321596	43398721	56.32	56.42	1010	1	1
NC_037354.1	43398721	43427753	56.42	56.46	325	1	0
NC_037354.1	43427753	43534539	56.46	56.59	1480	1	1
NC_037354.1	43534539	43562690	56.59	56.63	330	0	1
NC_037354.1	43562690	44891650	56.63	58.36	20650	1	1
NC_037354.1	44891650	44904863	58.36	58.38	165	1	0
NC_037354.1	44904863	45134081	58.38	58.67	3395	1	1
NC_037354.1	45134081	45152320	58.67	58.70	300	0	1
NC_037354.1	45152320	45606996	58.70	59.29	3940	1	1
