#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037342.1	85995	348051	0.11	0.45	1977	1	1
NC_037342.1	348051	361567	0.45	0.47	310	1	0
NC_037342.1	361567	421002	0.47	0.55	600	1	1
NC_037342.1	421002	433635	0.55	0.56	135	0	1
NC_037342.1	433635	447144	0.56	0.58	575	1	1
NC_037342.1	447144	456430	0.58	0.59	190	1	0
NC_037342.1	456430	473688	0.59	0.62	340	1	1
NC_037342.1	473688	479555	0.62	0.62	180	0	1
NC_037342.1	479555	654460	0.62	0.85	1060	1	1
NC_037342.1	654460	658623	0.85	0.86	160	0	1
NC_037342.1	658623	771660	0.86	1.00	1575	1	1
NC_037342.1	771660	777589	1.00	1.01	140	1	0
NC_037342.1	777589	1080932	1.01	1.41	2880	1	1
NC_037342.1	1080932	1146802	1.41	1.49	110	0	1
NC_037342.1	1146802	1151517	1.49	1.50	180	1	1
NC_037342.1	1151517	1184002	1.50	1.54	120	1	0
NC_037342.1	1184002	4075481	1.54	5.30	21095	1	1
NC_037342.1	4075481	4099260	5.30	5.33	185	0	1
NC_037342.1	4099260	6235982	5.33	8.11	21580	1	1
NC_037342.1	6235982	6253060	8.11	8.13	400	1	0
NC_037342.1	6253060	6436007	8.13	8.37	1520	1	1
NC_037342.1	6436007	6471256	8.37	8.41	230	1	0
NC_037342.1	6471256	8110094	8.41	10.54	11605	1	1
NC_037342.1	8110094	8174163	10.54	10.63	810	0	1
NC_037342.1	8174163	13224143	10.63	17.19	38280	1	1
NC_037342.1	13224143	13265538	17.19	17.25	465	0	1
NC_037342.1	13265538	13789107	17.25	17.93	4255	1	1
NC_037342.1	13789107	13802586	17.93	17.94	220	0	1
NC_037342.1	13802586	16576997	17.94	21.55	26870	1	1
NC_037342.1	16576997	16617770	21.55	21.60	360	0	1
NC_037342.1	16617770	19585595	21.60	25.46	24655	1	1
NC_037342.1	19585595	19611860	25.46	25.50	240	0	1
NC_037342.1	19611860	22322047	25.50	29.02	24910	1	1
NC_037342.1	22322047	22341776	29.02	29.04	245	0	1
NC_037342.1	22341776	24103842	29.04	31.33	22460	1	1
NC_037342.1	24103842	24131347	31.33	31.37	430	0	1
NC_037342.1	24131347	24142879	31.37	31.39	210	1	1
NC_037342.1	24142879	24201663	31.39	31.46	730	0	1
NC_037342.1	24201663	26673632	31.46	34.68	29175	1	1
NC_037342.1	26673632	26686362	34.68	34.69	155	1	0
NC_037342.1	26686362	28567276	34.69	37.14	22090	1	1
NC_037342.1	28567276	28574674	37.14	37.15	130	0	1
NC_037342.1	28574674	28761121	37.15	37.39	1845	1	1
NC_037342.1	28761121	28769555	37.39	37.40	155	1	0
NC_037342.1	28769555	33168815	37.40	43.12	45985	1	1
NC_037342.1	33168815	33178648	43.12	43.13	125	1	0
NC_037342.1	33178648	33502487	43.13	43.55	3735	1	1
NC_037342.1	33502487	33562281	43.55	43.63	640	1	0
NC_037342.1	33562281	34511582	43.63	44.87	10900	1	1
NC_037342.1	34511582	34529304	44.87	44.89	285	0	1
NC_037342.1	34529304	38465444	44.89	50.01	37330	1	1
NC_037342.1	38465444	38485456	50.01	50.03	285	0	1
NC_037342.1	38485456	44717932	50.03	58.13	66025	1	1
NC_037342.1	44717932	44741852	58.13	58.16	370	0	1
NC_037342.1	44741852	45032147	58.16	58.54	3660	1	1
NC_037342.1	45032147	45042468	58.54	58.56	205	1	0
NC_037342.1	45042468	45682536	58.56	59.39	7510	1	1
NC_037342.1	45682536	45698833	59.39	59.41	180	1	0
NC_037342.1	45698833	45766915	59.41	59.50	545	1	1
NC_037342.1	45766915	45790560	59.50	59.53	235	1	0
NC_037342.1	45790560	45912374	59.53	59.69	2465	1	1
NC_037342.1	45912374	45918891	59.69	59.69	215	1	0
NC_037342.1	45918891	45921763	59.69	59.70	70	1	1
NC_037342.1	45921763	45954609	59.70	59.74	700	0	1
NC_037342.1	45954609	46516767	59.74	60.47	14270	1	1
NC_037342.1	46516767	46545497	60.47	60.51	275	1	0
