#Subpopulation order/codes: Tory=0	Tstr=1
#chm	spos	epos	sgpos	egpos	n snps	TstrBot_0757.0	TstrBot_0757.1
NC_037356.1	34351	437851	0.04	0.57	4367	1	1
NC_037356.1	437851	546885	0.57	0.71	3520	0	1
NC_037356.1	546885	550865	0.71	0.72	50	1	1
NC_037356.1	550865	668007	0.72	0.87	1180	1	0
NC_037356.1	668007	1444183	0.87	1.88	5590	1	1
NC_037356.1	1444183	1578525	1.88	2.05	1245	1	0
NC_037356.1	1578525	27401257	2.05	35.62	291560	1	1
NC_037356.1	27401257	27508825	35.62	35.76	1180	0	1
NC_037356.1	27508825	27510928	35.76	35.76	75	1	1
NC_037356.1	27510928	27526467	35.76	35.78	625	1	0
NC_037356.1	27526467	41886306	35.78	54.45	172465	1	1
NC_037356.1	41886306	41909129	54.45	54.48	545	1	0
NC_037356.1	41909129	48532027	54.48	63.09	95165	1	1
NC_037356.1	48532027	48560792	63.09	63.13	595	1	0
NC_037356.1	48560792	51097590	63.13	66.43	31858	1	1
